Power_Plant _Name,Company,Street Name,Postcode,City,Country,Capacity,Energy_source,Technology,CHP,Commissioned Year,Type,Latitude,Longitude,Energy_source_level_1,Energy_source_level_2,source
Klazi,Essent Energy Trading B.V.,Zwet 20,7891XJ,Klazienaveen,Netherlands,63,Natural gas,Other ,No,,Standard Utility,52.73792,7.01368,Fossil fuels,Natural gas,www.tennet.org
Ld12,Eon Benelux,Langegracht 70,2312NV,Leiden,Netherlands,83,Natural gas,Other ,No,,Standard Utility,52.16385,4.49419,Fossil fuels,Natural gas,www.tennet.org
Lwe5,Nuon,Atoomweg 7-9,3542AA,Utrecht,Netherlands,0,Natural gas,Other ,No,,Standard Utility,52.10292,5.07137,Fossil fuels,Natural gas,www.tennet.org
Mk11,Nuon,Keulsekade 181,3534AC,Utrecht,Netherlands,103,Natural gas,Other ,No,,Standard Utility,52.10157,5.07982,Fossil fuels,Natural gas,www.tennet.org
Mvl380 Centrale Rotterdam 1,Gdf Suez Energie Nederland Nv,Missouriweg 69,3199LB,Maasvlakte Rotterdam,Netherlands,731,Hard coal,Steam turbine,No,,Standard Utility,51.94496,4.06767,Fossil fuels,Hard coal,www.tennet.org
Magnum Centrale (10),Vattenfall,Huibertgatweg 1,9979XZ,Eemshaven,Netherlands,437,Natural gas,Other ,No,,Standard Utility,53.45149,6.85268,Fossil fuels,Natural gas,www.tennet.org
Magnum Centrale (20),Vattenfall,Huibertgatweg 1,9979XZ,Eemshaven,Netherlands,437,Natural gas,Other ,No,,Standard Utility,53.45149,6.85268,Fossil fuels,Natural gas,www.tennet.org
Magnum Centrale (30),Vattenfall,Huibertgatweg 1,9979XZ,Eemshaven,Netherlands,437,Natural gas,Other ,No,,Standard Utility,53.45149,6.85268,Fossil fuels,Natural gas,www.tennet.org
Maxima Centrale (Fl30),Electrabel Nederland Nv,IJsselmeerdijk 101,2881RC,Lelystad,Netherlands,0,Natural gas,Other ,No,,Standard Utility,52.57753,5.52959,Fossil fuels,Natural gas,www.tennet.org
Maxima Centrale (Fl4),Electrabel Nederland Nv,IJsselmeerdijk 101,8221RC,Lelystad,Netherlands,435,Natural gas,Other ,No,,Standard Utility,52.57753,5.52959,Fossil fuels,Natural gas,www.tennet.org
Maxima Centrale (Fl5),Electrabel Nederland Nv,IJsselmeerdijk 101,8221RC,Lelystad,Netherlands,437,Natural gas,Other ,No,,Standard Utility,52.57753,5.52959,Fossil fuels,Natural gas,www.tennet.org
Moerdijk 1,Rwe Supply & Trading Nl B.V.,Middenweg 36,4782PM,Moerdijk,Netherlands,348,Natural gas,Other ,No,,Standard Utility,51.68506,4.58094,Fossil fuels,Natural gas,www.tennet.org
Moerdijk 2,Rwe Supply & Trading Nl B.V.,Middenweg 36,4782PM,Moerdijk,Netherlands,426,Natural gas,Other ,No,,Standard Utility,51.68506,4.58094,Fossil fuels,Natural gas,www.tennet.org
Pu-1,Nuon,Hertzstraat 2,1446TG,Purmerend,Netherlands,67,Natural gas,Other ,No,,Standard Utility,52.51608,4.99524,Fossil fuels,Natural gas,www.tennet.org
Roc1,Eon Benelux,Capelseweg 400,3068AX,Rotterdam,Netherlands,24,Natural gas,Other ,No,,Standard Utility,51.95369,4.5616,Fossil fuels,Natural gas,www.tennet.org
Roc2,Eon Benelux,Capelseweg 400,3068AX,Rotterdam,Netherlands,24,Natural gas,Other ,No,,Standard Utility,51.95369,4.5616,Fossil fuels,Natural gas,www.tennet.org
Rijnmond Ii,Pvned,Petroleumweg 44,3196KD,Rotterdam,Netherlands,428,Natural gas,Other ,No,,Standard Utility,51.89326,4.34721,Fossil fuels,Natural gas,www.tennet.org
Rijnmond1,Uniper Benelux N.V.,Petroleumweg/ Haven 3108 46,3196KD,Vondelingenplaat-R'dam,Netherlands,800,Natural gas,Other ,No,,Standard Utility,,,Fossil fuels,Natural gas,www.tennet.org
Sal,Essent Energy Trading B.V.,Boortorenweg 27,7550BD,Hengelo (O),Netherlands,60,Natural gas,Other ,No,,Standard Utility,52.24587,6.79479,Fossil fuels,Natural gas,www.tennet.org
Sloecentrale (Unit 10),Epz,Albanieweg 10,4389PR,Ritthem,Netherlands,432,Natural gas,Other ,No,,Standard Utility,51.44796,3.69252,Fossil fuels,Natural gas,www.tennet.org
Sloecentrale (Unit 20),Epz,Albanieweg 10,4389PR,Ritthem,Netherlands,432,Natural gas,Other ,No,,Standard Utility,51.44796,3.69252,Fossil fuels,Natural gas,www.tennet.org
Ucml,Eon Benelux,Coloradoweg 10,3199LA,Rotterdam Maasvlakte,Netherlands,79,Natural gas,Other ,No,,Standard Utility,51.95861,4.02609,Fossil fuels,Natural gas,www.tennet.org
Willem Alexander Centrale,Nuon,Roermondseweg 55,6081NT,Haelen,Netherlands,249,Hard coal,Steam turbine,No,,Standard Utility,51.22402,5.97085,Fossil fuels,Hard coal,www.tennet.org
Corus,Corus Staal B.V.,Wenkebachstraat 1,1951JZ,Velsen-Noord,Netherlands,38,Other or unspecified energy sources,Other ,No,,Standard Utility,52.47708,4.58981,Other or unspecified energy sources,Nuclear/Other,www.tennet.org
Provence 4 Biomasse,Company name is not available,Street data not available,Postcode not available,City data not available,France,150,Biomass and biogas,Other ,No,2018,Standard Utility,,,Renewable energy,Bioenergy,www.services-rte.com
Amfard14,Company name is not available,Street data not available,Postcode not available,City data not available,France,130,Natural gas,Other ,No,2004,Standard Utility,,,Fossil fuels,Natural gas,www.services-rte.com
Amfard15,Company name is not available,Street data not available,Postcode not available,City data not available,France,130,Natural gas,Other ,No,2004,Standard Utility,,,Fossil fuels,Natural gas,www.services-rte.com
Blenod 5,Company name is not available,Street data not available,Postcode not available,City data not available,France,427,Natural gas,Other ,No,,Standard Utility,48.86959,6.08377,Fossil fuels,Natural gas,www.services-rte.com
Bouchain 7,Company name is not available,Street data not available,Postcode not available,City data not available,France,585,Natural gas,Other ,No,2017,Standard Utility,50.29774,3.31429,Fossil fuels,Natural gas,www.services-rte.com
Combigolfe,Company name is not available,Street data not available,Postcode not available,City data not available,France,425,Natural gas,Other ,No,2010,Standard Utility,43.41616,4.86974,Fossil fuels,Natural gas,www.services-rte.com
Cycofos,Company name is not available,Street data not available,Postcode not available,City data not available,France,428,Natural gas,Other ,No,2009,Standard Utility,43.42801,4.88652,Fossil fuels,Natural gas,www.services-rte.com
Croix-De-Metz,Company name is not available,Street data not available,Postcode not available,City data not available,France,413,Natural gas,Other ,No,2019,Standard Utility,48.69336,5.91468,Fossil fuels,Natural gas,www.services-rte.com
Dk6,Company name is not available,Street data not available,Postcode not available,City data not available,France,796,Natural gas,Other ,No,2005,Standard Utility,51.04628,2.31835,Fossil fuels,Natural gas,www.services-rte.com
Emile Huchet 7,Company name is not available,Street data not available,Postcode not available,City data not available,France,413,Natural gas,Other ,No,2010,Standard Utility,49.15412,6.7047,Fossil fuels,Natural gas,www.services-rte.com
Emile Huchet 8,Company name is not available,Street data not available,Postcode not available,City data not available,France,413,Natural gas,Other ,No,2010,Standard Utility,49.15412,6.7047,Fossil fuels,Natural gas,www.services-rte.com
Fr-Ga-Morant1,Company name is not available,Street data not available,Postcode not available,City data not available,France,401,Natural gas,Other ,No,2016,Standard Utility,46.27282,3.30095,Fossil fuels,Natural gas,www.services-rte.com
Gennevilliers 1,Company name is not available,Street data not available,Postcode not available,City data not available,France,203,Natural gas,Other ,No,,Standard Utility,48.93699,2.26144,Fossil fuels,Natural gas,www.services-rte.com
Martigues Ponteau 5,Company name is not available,Street data not available,Postcode not available,City data not available,France,465,Natural gas,Other ,No,,Standard Utility,43.35822,5.02112,Fossil fuels,Natural gas,www.services-rte.com
Martigues Ponteau 6,Company name is not available,Street data not available,Postcode not available,City data not available,France,465,Natural gas,Other ,No,,Standard Utility,43.35822,5.02112,Fossil fuels,Natural gas,www.services-rte.com
Pont-Sur-Sambre,Company name is not available,Street data not available,Postcode not available,City data not available,France,412,Natural gas,Other ,No,2019,Standard Utility,50.22915,3.86807,Fossil fuels,Natural gas,www.services-rte.com
Spem,Company name is not available,Street data not available,Postcode not available,City data not available,France,435,Natural gas,Other ,No,2010,Standard Utility,47.30265,-2.14028,Fossil fuels,Natural gas,www.services-rte.com
Cordemais 4,Company name is not available,Street data not available,Postcode not available,City data not available,France,580,Hard coal,Steam turbine,No,,Standard Utility,47.27712,-1.88012,Fossil fuels,Hard coal,www.services-rte.com
Cordemais 5,Company name is not available,Street data not available,Postcode not available,City data not available,France,580,Hard coal,Steam turbine,No,,Standard Utility,47.27712,-1.88012,Fossil fuels,Hard coal,www.services-rte.com
Emile Huchet 6,Company name is not available,Street data not available,Postcode not available,City data not available,France,595,Hard coal,Steam turbine,No,1981,Standard Utility,49.15412,6.7047,Fossil fuels,Hard coal,www.services-rte.com
Havre 4,Company name is not available,Street data not available,Postcode not available,City data not available,France,580,Hard coal,Steam turbine,No,,Standard Utility,49.47553,0.14711,Fossil fuels,Hard coal,www.services-rte.com
Provence 5,Company name is not available,Street data not available,Postcode not available,City data not available,France,595,Hard coal,Steam turbine,No,1984,Standard Utility,46.46883,5.48957,Fossil fuels,Hard coal,www.services-rte.com
Arrighi 1,Company name is not available,Street data not available,Postcode not available,City data not available,France,125,Oil,Other ,No,,Standard Utility,48.79151,2.41593,Fossil fuels,Oil,www.services-rte.com
Arrighi 2,Company name is not available,Street data not available,Postcode not available,City data not available,France,129,Oil,Other ,No,,Standard Utility,48.79151,2.41593,Fossil fuels,Oil,www.services-rte.com
Brennilis 1,Company name is not available,Street data not available,Postcode not available,City data not available,France,85,Oil,Other ,No,,Standard Utility,48.35702,-3.87053,Fossil fuels,Oil,www.services-rte.com
Brennilis 2,Company name is not available,Street data not available,Postcode not available,City data not available,France,85,Oil,Other ,No,,Standard Utility,48.35702,-3.87053,Fossil fuels,Oil,www.services-rte.com
Brennilis 3,Company name is not available,Street data not available,Postcode not available,City data not available,France,134,Oil,Other ,No,,Standard Utility,48.35702,-3.87053,Fossil fuels,Oil,www.services-rte.com
Dirinon 1,Company name is not available,Street data not available,Postcode not available,City data not available,France,85,Oil,Other ,No,,Standard Utility,48.39036,-4.26373,Fossil fuels,Oil,www.services-rte.com
Dirinon 2,Company name is not available,Street data not available,Postcode not available,City data not available,France,85,Oil,Other ,No,,Standard Utility,48.39036,-4.26373,Fossil fuels,Oil,www.services-rte.com
Montereau 5,Company name is not available,Street data not available,Postcode not available,City data not available,France,185,Oil,Other ,No,,Standard Utility,48.38045,2.85108,Fossil fuels,Oil,www.services-rte.com
Montereau 6,Company name is not available,Street data not available,Postcode not available,City data not available,France,185,Oil,Other ,No,,Standard Utility,48.38045,2.85108,Fossil fuels,Oil,www.services-rte.com
Vaires 1,Company name is not available,Street data not available,Postcode not available,City data not available,France,181,Oil,Other ,No,,Standard Utility,48.87349,2.65533,Fossil fuels,Oil,www.services-rte.com
Vaires 2,Company name is not available,Street data not available,Postcode not available,City data not available,France,179,Oil,Other ,No,,Standard Utility,48.87349,2.65533,Fossil fuels,Oil,www.services-rte.com
Vaires 3,Company name is not available,Street data not available,Postcode not available,City data not available,France,182,Oil,Other ,No,,Standard Utility,48.87349,2.65533,Fossil fuels,Oil,www.services-rte.com
Cheylas,Company name is not available,Street data not available,Postcode not available,City data not available,France,485,Hydro,Pumped storage,No,,Standard Utility,45.3846,6.00207,Renewable energy,Hydro,www.services-rte.com
Coche,Company name is not available,Street data not available,Postcode not available,City data not available,France,384,Hydro,Pumped storage,No,2019,Standard Utility,45.49667,6.51038,Renewable energy,Hydro,www.services-rte.com
Grand Maison,Company name is not available,Street data not available,Postcode not available,City data not available,France,1700,Hydro,Pumped storage,No,2017,Standard Utility,45.20597,6.11719,Renewable energy,Hydro,www.services-rte.com
Montezic,Company name is not available,Street data not available,Postcode not available,City data not available,France,910,Hydro,Pumped storage,No,,Standard Utility,44.73766,2.64342,Renewable energy,Hydro,www.services-rte.com
Revin,Company name is not available,Street data not available,Postcode not available,City data not available,France,808,Hydro,Pumped storage,No,,Standard Utility,49.92556,4.61331,Renewable energy,Hydro,www.services-rte.com
Super Bissorte,Company name is not available,Street data not available,Postcode not available,City data not available,France,742.3,Hydro,Pumped storage,No,,Standard Utility,45.1803,6.5797,Renewable energy,Hydro,www.services-rte.com
Aston,Company name is not available,Street data not available,Postcode not available,City data not available,France,104,Hydro,Run-of-river,No,,Standard Utility,42.77668,1.67671,Renewable energy,Hydro,www.services-rte.com
Avignon,Company name is not available,Street data not available,Postcode not available,City data not available,France,126,Hydro,Run-of-river,No,1973,Standard Utility,43.97606,4.81721,Renewable energy,Hydro,www.services-rte.com
Baix Logis Neuf 1,Company name is not available,Street data not available,Postcode not available,City data not available,France,140,Hydro,Run-of-river,No,1960,Standard Utility,44.67605,4.78827,Renewable energy,Hydro,www.services-rte.com
Beauchastel,Company name is not available,Street data not available,Postcode not available,City data not available,France,198,Hydro,Run-of-river,No,1963,Standard Utility,44.82397,4.81049,Renewable energy,Hydro,www.services-rte.com
Bourg Les Valence,Company name is not available,Street data not available,Postcode not available,City data not available,France,180,Hydro,Run-of-river,No,1968,Standard Utility,44.96128,4.87221,Renewable energy,Hydro,www.services-rte.com
Caderousse,Company name is not available,Street data not available,Postcode not available,City data not available,France,156,Hydro,Run-of-river,No,1975,Standard Utility,44.09606,4.72329,Renewable energy,Hydro,www.services-rte.com
Chastang,Company name is not available,Street data not available,Postcode not available,City data not available,France,293,Hydro,Run-of-river,No,,Standard Utility,45.15185,2.00985,Renewable energy,Hydro,www.services-rte.com
Couesque,Company name is not available,Street data not available,Postcode not available,City data not available,France,119,Hydro,Run-of-river,No,,Standard Utility,44.69609,2.58555,Renewable energy,Hydro,www.services-rte.com
Donzere Mondragon,Company name is not available,Street data not available,Postcode not available,City data not available,France,348,Hydro,Run-of-river,No,1952,Standard Utility,44.30368,4.74217,Renewable energy,Hydro,www.services-rte.com
Fessenheim,Company name is not available,Street data not available,Postcode not available,City data not available,France,175,Hydro,Run-of-river,No,,Standard Utility,47.91466,7.57067,Renewable energy,Hydro,www.services-rte.com
Fr_La-Mareges-P,Company name is not available,Street data not available,Postcode not available,City data not available,France,150,Hydro,Run-of-river,No,2018,Standard Utility,,,Renewable energy,Hydro,www.services-rte.com
Fr_La-Stpierre-P,Company name is not available,Street data not available,Postcode not available,City data not available,France,122,Hydro,Run-of-river,No,2018,Standard Utility,,,Renewable energy,Hydro,www.services-rte.com
Genissiat,Company name is not available,Street data not available,Postcode not available,City data not available,France,420,Hydro,Run-of-river,No,1948,Standard Utility,46.05271,5.81285,Renewable energy,Hydro,www.services-rte.com
Gerstheim,Company name is not available,Street data not available,Postcode not available,City data not available,France,140.5,Hydro,Run-of-river,No,,Standard Utility,48.40385,7.72775,Renewable energy,Hydro,www.services-rte.com
Hermillon,Company name is not available,Street data not available,Postcode not available,City data not available,France,115.6,Hydro,Run-of-river,No,,Standard Utility,45.28424,6.35799,Renewable energy,Hydro,www.services-rte.com
Kembs,Company name is not available,Street data not available,Postcode not available,City data not available,France,162.1,Hydro,Run-of-river,No,2016,Standard Utility,47.65534,7.51959,Renewable energy,Hydro,www.services-rte.com
Marckolsheim,Company name is not available,Street data not available,Postcode not available,City data not available,France,156.2,Hydro,Run-of-river,No,,Standard Utility,48.15371,7.5898,Renewable energy,Hydro,www.services-rte.com
Montelimar,Company name is not available,Street data not available,Postcode not available,City data not available,France,295,Hydro,Run-of-river,No,1957,Standard Utility,44.59281,4.72593,Renewable energy,Hydro,www.services-rte.com
Ottmarsheim,Company name is not available,Street data not available,Postcode not available,City data not available,France,156,Hydro,Run-of-river,No,,Standard Utility,47.77399,7.52246,Renewable energy,Hydro,www.services-rte.com
Passy,Company name is not available,Street data not available,Postcode not available,City data not available,France,104,Hydro,Run-of-river,No,,Standard Utility,45.91642,6.72592,Renewable energy,Hydro,www.services-rte.com
